StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PQ1,PQ2,PQ3,PQ4,PQ5,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q18,Q14,Q16,Q17,Q52,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q23,Q24,Q25,Q26#1_1,Q26#1_2,Q26#1_3,Q26#1_4,Q26#1_5,Q26#1_6,Q26#1_7,Q27,Q28,Q29,Q30,Q31,Q32,Q33#1_1,Q33#2_1,Q34#1_1,Q34#2_1,Q35#1_1,Q35#2_1,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q38_1,Q39_1,Q40_1,Q54,Q54_1,Q54_2,Q54_3,Q53_1,Q55_1,Q56_1,Q56_2,Q56_4,Q56_10,Q56_6,Q56_12,Q56_8,Q56_11,Q56_13,Q53,id,RandomID
2022-10-11 15:20:03,2022-10-11 15:33:27,IP Address,85.255.234.252,100,804,True,2022-10-11 15:33:28,R_3lLUAs4hki3PTY4,,,,,51.4964,-0.1224,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,September,Female,170,A middle child (I had older and younger siblings),UK,"North West, England",GCSE grade A-C,3,A little below average,Average,30000,300,Strongly disagree,receive £100 for sure,lose £100 for sure,80,More than half the days,Several days,Several days,Several days,Not at all,More than half the days,Not at all,5,4,8,7 days,7 days,1 day,7 days,7 days,4 days,0 days,236,777,716,0,0,iPhone,6,45,3,15,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7,2,5,strongly agree,34,21,56,35,20,,,,,,,,,,In imperial units?,25881,357549
2022-10-11 15:20:00,2022-10-11 15:33:55,IP Address,148.88.245.52,100,834,True,2022-10-11 15:33:55,R_1MKfaMyzufeQRuq,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,October,Female,160,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,0,Average,A little below average,45000,150,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,78,Nearly every day,More than half the days,Nearly every day,More than half the days,More than half the days,More than half the days,Nearly every day,4.9,5.1,5.4,0 days,1 day,7 days,7 days,4 days,7 days,2 days,,277,485,0,119,iPhone,5,0,6,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,5,5,5,strongly agree,34,22,14,41,8,5,4,9,7,6,1,8,2,3,in imperial units alongside a metric equivalent?,26061,870137
2022-10-11 15:19:20,2022-10-11 15:34:08,IP Address,148.88.245.208,100,888,True,2022-10-11 15:34:08,R_pE3Tod7oK45Ha5H,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Female,170,A middle child (I had older and younger siblings),UK,"North East, England",GCSE grade A-C,6,Average,Average,30000,200,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,50,Nearly every day,Nearly every day,More than half the days,Nearly every day,Nearly every day,Nearly every day,More than half the days,5.66,4.29,5.611,7 days,7 days,0 days,7 days,7 days,1 day,0 days,470,475,1555,,,iPhone,10,0,8,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7,4,7,strongly agree,60,20,19,52,20,5,7,3,2,9,6,1,8,4,in imperial units alongside a metric equivalent?,25893,216428
2022-10-11 15:19:30,2022-10-11 15:34:46,IP Address,148.88.245.126,100,916,True,2022-10-11 15:34:46,R_3QVoWApw0rlRjo5,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,June,Female,151,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,5,A little above the average,A little above the average,32000,300,Agree,receive £100 for sure,lose £100 for sure,75,Several days,Several days,Several days,Not at all,Not at all,Several days,Several days,4.96,4.18,6.28,0 days,7 days,0 days,7 days,7 days,3 days,0 days,,95,224,,,iPhone,6,30,4,45,,,,,Strongly agree,Strongly disagree,...,4,7,9,strongly disagreee,62,41,53,40,32,2,1,4,5,6,7,8,3,9,In imperial units?,26004,593693
2022-10-11 15:19:53,2022-10-11 15:34:50,IP Address,148.88.245.129,100,896,True,2022-10-11 15:34:50,R_sZrc0gR2u8M8Gvn,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Female,165,The youngest of my siblings,UK,"North West, England",A-Level Grade B / C,5,Average,Average,25000,210,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,98,Several days,Not at all,Several days,Not at all,Nearly every day,Not at all,Several days,6,4,5,0 days,7 days,0 days,2 days,7 days,1 day,0 days,,180,338,,,iPhone,2,15,3,0,,,..,..,..,..,Strongly agree,8,5,9,strongly agree,67,27,62,27,22,9,4,2,5,8,1,6,3,7,in imperial units alongside a metric equivalent?,25984,944756
2022-10-11 15:19:26,2022-10-11 15:34:51,IP Address,148.88.245.44,100,925,True,2022-10-11 15:34:52,R_3R9rciTPhO0IkqV,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,20,September,Female,176,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,6,Average,Average,32000,250,Disagree,receive £100 for sure,lose £100 for sure,65,Nearly every day,More than half the days,More than half the days,Several days,Several days,Several days,Several days,4,3,5,2 days,7 days,0 days,0 days,7 days,7 days,0 days,25,159,158,,,Android,3,0,,,5,30,...,...,...,...,...,6,2,7,strongly agree,24,13,30,13,10,3,4,1,5,6,8,7,2,9,In imperial units?,25922,881908
2022-10-11 15:19:54,2022-10-11 15:35:26,IP Address,148.88.245.127,100,931,True,2022-10-11 15:35:26,R_2uCdyAUNKPOTv0e,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Female,172,The oldest of my siblings,UK,"North East, England",GCSE grade A-C,3,Average,A little below average,27000,180,Disagree,receive £100 for sure,lose £100 for sure,70,Nearly every day,Several days,More than half the days,More than half the days,Several days,Several days,More than half the days,5,4,7,0 days,7 days,7 days,0 days,7 days,7 days,0 days,,86,119,10,15,iPhone,7,30,9,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,5,0,8,strongly disagreee,10,20,58,30,4,1,4,3,6,9,2,7,5,8,in imperial units alongside a metric equivalent?,25919,186597
2022-10-11 15:19:19,2022-10-11 15:35:47,IP Address,148.88.245.204,100,987,True,2022-10-11 15:35:47,R_6WO9CHlxZqTEUox,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Female,154,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,1,Well below average,Average,30000,250,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,75,Nearly every day,More than half the days,More than half the days,Nearly every day,Nearly every day,Nearly every day,Nearly every day,6,5,9,6 days,4 days,2 days,7 days,7 days,7 days,0 days,346,1257,3130,9,104,iPhone,5,15,7,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,8,8,8,strongly agree,10,42,42,30,15,2,3,4,7,5,6,8,1,9,In imperial units?,25974,304404
2022-10-11 15:20:01,2022-10-11 15:35:48,IP Address,148.88.245.73,100,947,True,2022-10-11 15:35:48,R_9tYxCAXGxkoJTZ7,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,November,Female,170,An only child,UK,"North West, England",GCSE grade A-C,7,Average,Average,25000,180,Disagree,receive £100 for sure,lose £100 for sure,80,Nearly every day,More than half the days,Nearly every day,Several days,Not at all,Not at all,Nearly every day,6.60,5.44,8.87,2 days,7 days,5 days,7 days,7 days,6 days,0 days,34,248,1989,57,434,iPhone,7,30,7,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,6,1,7,strongly agree,60,50,65,40,25,5,4,8,7,6,1,3,2,9,in imperial units alongside a metric equivalent?,25952,832949
2022-10-11 15:20:25,2022-10-11 15:36:16,IP Address,148.88.245.117,100,950,True,2022-10-11 15:36:16,R_1KjvdLOnSuAtKQl,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,September,Female,145,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,4,A little below average,A little above the average,22000,800,Disagree,receive £100 for sure,lose £100 for sure,100,Several days,Several days,Several days,More than half the days,Not at all,Several days,Not at all,7,7,12,1 day,5 days,0 days,7 days,7 days,1 day,0 days,503,1040,1791,,,iPhone,4,15,4,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,3,,6,strongly agree,60,30,70,40,40,1,4,5,3,7,9,2,8,6,In imperial units?,25890,151654
2022-10-11 15:19:17,2022-10-11 15:36:43,IP Address,148.88.245.231,100,1046,True,2022-10-11 15:36:44,R_3iJC0IY5lNpfSo9,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Female,165,The oldest of my siblings,UK,"North West, England",AS-Level,6,A little above the average,Average,30000,180,Strongly disagree,receive £100 for sure,lose £100 for sure,80,Nearly every day,Several days,More than half the days,Nearly every day,Nearly every day,Nearly every day,Nearly every day,5,3,6,0 days,6 days,1 day,7 days,7 days,2 days,0 days,,856,1214,8,190,iPhone,5,30,5,15,,,...,...,...,..,Strongly agree,7,3,1,strongly agree,48,25,54,9,15,9,1,5,6,8,4,2,3,7,in imperial units alongside a metric equivalent?,26018,982983
2022-10-11 15:20:13,2022-10-11 15:36:46,IP Address,148.88.245.10,100,993,True,2022-10-11 15:36:47,R_VI12R2aLGtfKWUF,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,173,An only child,UK,"North West, England",A-Level Grade A* / A,1,Well above average,Average,23000,200,Strongly agree,receive £100 for sure,lose £100 for sure,95,More than half the days,More than half the days,Nearly every day,Nearly every day,Nearly every day,Several days,Nearly every day,3.43,3.42,3.97,0 days,6 days,0 days,0 days,7 days,1 day,0 days,,260,1162,,,Android,5,0,,,6,45,Strongly disagree,Strongly disagree,..,Strongly disagree,,6,8,8,strongly agree,64,21,25,30,12,4,1,5,6,7,8,2,3,9,in imperial units alongside a metric equivalent?,25852,804023
2022-10-11 15:19:35,2022-10-11 15:36:52,IP Address,148.88.245.54,100,1037,True,2022-10-11 15:36:53,R_xc6g4k1ebY3HKMh,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,October,Female,165,The oldest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,7,Average,A little below average,35000,340,Strongly disagree,receive £100 for sure,lose £100 for sure,90,Several days,Not at all,Several days,Not at all,Not at all,Not at all,Not at all,3.75s,3.61s,4.47s,1 day,2 days,1 day,7 days,7 days,7 days,1 day,58,612,945,3,42,iPhone,7,15,6,15,,,...,...,...,..,...,2,7,5,strongly agree,70,30,60,40,35,3,1,8,9,4,5,2,6,7,in imperial units alongside a metric equivalent?,25992,654242
2022-10-11 15:19:28,2022-10-11 15:37:22,IP Address,148.88.245.88,100,1073,True,2022-10-11 15:37:22,R_25uxmXQKQg2syac,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,February,Female,164,A middle child (I had older and younger siblings),UK,"Midlands, England",GCSE grade A-C,10,Average,Average,35000,150,Disagree,receive £100 for sure,lose £100 for sure,89,More than half the days,More than half the days,Several days,Several days,,Several days,Not at all,"5.43 seconds ",3.63 seconds,"7.35 seconds ",3 days,7 days,3 days,7 days,7 days,7 days,0 days,10,284,198,8,0,iPhone,6,30,5,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,6,2,5,strongly agree,53,45,73,24,15,6,1,7,4,8,3,9,2,5,in imperial units alongside a metric equivalent?,25907,213980
2022-10-11 15:21:37,2022-10-11 15:37:47,IP Address,148.88.245.86,100,969,True,2022-10-11 15:37:47,R_tWo9BVYfPRAgtnr,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,20,September,Female,152,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,2,Well below average,Average,40000,300,Disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,99,Nearly every day,Nearly every day,Nearly every day,Several days,More than half the days,Nearly every day,Nearly every day,7.33,5.42,12.57,4 days,3 days,0 days,7 days,7 days,5 days,0 days,1165,1070,700,,,iPhone,4,30,4,45,,,Strongly disagree,Strongly disagree,..,Strongly disagree,Strongly agree,5,2,7,strongly agree,30,36,45,60,27,,,,,,,,,,In imperial units?,26002,791100
2022-10-11 15:19:22,2022-10-11 15:38:10,IP Address,148.88.245.232,100,1127,True,2022-10-11 15:38:10,R_w5fOQSmFMT5SRyN,,,,,54.1173,-2.4104,anonymous,EN,No,Yes,Yes,Yes,Yes,18,April,Male,180,The youngest of my siblings,UK,"North East, England",GCSE grade A-C,9,A little above the average,A little above the average,25000,200,Strongly disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,20,More than half the days,Nearly every day,Nearly every day,More than half the days,More than half the days,More than half the days,More than half the days,4.84,3.99,8.25,0 days,7 days,5 days,0 days,5 days,6 days,2 days,,108,132,1,25,Android,20,30,,,19,45,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,6,2,4,strongly agree,52,20,28,25,7,4,3,5,6,7,1,8,9,2,in imperial units alongside a metric equivalent?,25978,555141
2022-10-11 15:20:02,2022-10-11 15:38:25,IP Address,148.88.245.182,100,1103,True,2022-10-11 15:38:26,R_XGHTkHAoCExZb2N,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Female,175,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,15,A little above the average,Average,80000,250,Disagree,receive £100 for sure,lose £100 for sure,90,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,4,3,6,2 days,7 days,0 days,7 days,7 days,3 days,0 days,15,518,428,,,iPhone,9,0,6,45,,,Strongly disagree,Strongly disagree,Strongly disagree,..,...,9,6,7,strongly agree,15,13,6,28,21,7,4,2,5,6,1,8,3,9,In imperial units?,25987,589262
2022-10-11 15:19:56,2022-10-11 15:38:26,IP Address,148.88.245.156,100,1110,True,2022-10-11 15:38:26,R_3Ocs6414J0gTgHC,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,161,The oldest of my siblings,UK,"Midlands, England",A-Level Grade A* / A,9,A little above the average,Average,35000,300,Disagree,receive £100 for sure,lose £100 for sure,90,More than half the days,Several days,Several days,Several days,Not at all,Several days,Not at all,4.68,4.16,6.13,7 days,7 days,0 days,7 days,7 days,4 days,0 days,394,766,485,,,iPhone,7,0,6,30,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,3,2,6,strongly agree,18,5,20,15,19,1,3,5,4,8,6,7,2,9,in imperial units alongside a metric equivalent?,26053,186309
2022-10-11 15:19:49,2022-10-11 15:38:26,IP Address,148.88.245.150,100,1117,True,2022-10-11 15:38:27,R_UhgGBohNUGxrfIB,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,October,Female,160,An only child,UK,"North West, England",AS-Level,8,A little below average,Average,35000,250,Disagree,receive £100 for sure,lose £100 for sure,90,More than half the days,More than half the days,More than half the days,Several days,Several days,Several days,Several days,8.81,9.20,10.18,2 days,7 days,0 days,7 days,7 days,3 days,0 days,141,176,223,,,iPhone,8,45,10,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,4,5,3,strongly agree,40,50,51,60,29,5,3,1,6,9,7,2,4,8,In imperial units?,26063,849368
2022-10-11 15:19:53,2022-10-11 15:38:31,IP Address,148.88.245.189,100,1117,True,2022-10-11 15:38:31,R_AcDjbVc79NhD7c5,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,January,Female,162,The oldest of my siblings,UK,"South West, England",GCSE grade A-C,5,Average,A little above the average,35000,250,Agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,90,Nearly every day,More than half the days,Nearly every day,Nearly every day,Nearly every day,More than half the days,More than half the days,5.06,4.03,7.91,2 days,7 days,1 day,7 days,7 days,1 day,0 days,50,592,3301,0,1,iPhone,7,0,8,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7,4,9,strongly agree,45,13,60,32,20,8,1,2,7,4,5,6,3,9,In imperial units?,26065,383142
2022-10-11 15:19:47,2022-10-11 15:38:55,IP Address,148.88.245.199,100,1148,True,2022-10-11 15:38:55,R_pATPHC5OPoUDz3P,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Female,167,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,10,A little above the average,Average,50000,200,Disagree,receive £100 for sure,lose £100 for sure,79,Several days,Several days,More than half the days,More than half the days,Several days,Several days,Not at all,04.11,03.81,04.74,5 days,7 days,6 days,0 days,7 days,5 days,0 days,79,364,1202,12,165,iPhone,5,0,3,45,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,3,2,9,strongly agree,40,30,50,18,5,5,1,8,4,9,6,3,2,7,in imperial units alongside a metric equivalent?,25964,868257
2022-10-11 15:21:04,2022-10-11 15:39:20,IP Address,148.88.245.39,100,1096,True,2022-10-11 15:39:20,R_8uAXeXtw09N3xpn,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,December,Female,167,The oldest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,6,Average,Average,25000,300,Agree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,95,Nearly every day,Nearly every day,More than half the days,Nearly every day,Nearly every day,Several days,Not at all,5.61,3.98,6.35,7 days,7 days,1 day,7 days,7 days,3 days,0 days,42,353,678,44,132,iPhone,6,30,8,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7,8,9,strongly agree,40,28,31,21,5,3,4,5,6,7,1,8,2,9,In imperial units?,25906,542116
2022-10-11 15:20:08,2022-10-11 15:39:41,IP Address,148.88.245.175,100,1172,True,2022-10-11 15:39:41,R_dcVYff7PvxBqHdf,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,August,Female,161,The youngest of my siblings,UK,"Midlands, England",GCSE grade A-C,6,Average,Well below average,26000,250,Strongly agree,receive £100 for sure,lose £100 for sure,40,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,Nearly every day,10,7,7,2 days,4 days,0 days,7 days,7 days,7 days,1 day,396,318,928,,,iPhone,9,0,11,0,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,9,3,9,strongly agree,60,46,52,51,40,4,5,1,3,6,2,7,8,9,In imperial units?,25878,234480
2022-10-11 15:21:40,2022-10-11 15:39:46,IP Address,148.88.245.217,100,1085,True,2022-10-11 15:39:46,R_1AOxPV9j3vSTe13,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,September,Female,170,The youngest of my siblings,UK,Wales,GCSE grade A-C,8,A little below average,A little above the average,35000,500,Disagree,receive £100 for sure,lose £100 for sure,90,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"3.67 ",2.05,3.90,3 days,7 days,0 days,7 days,7 days,3 days,0 days,599,1154,1248,,,iPhone,7,30,6,30,,,..,..,..,..,...,7,4,3,strongly agree,62,32,21,41,28,2,1,5,3,9,6,4,7,8,in imperial units alongside a metric equivalent?,26036,989949
2022-10-11 15:21:08,2022-10-11 15:39:48,IP Address,148.88.245.190,100,1120,True,2022-10-11 15:39:48,R_3KqqDkIDMwPuiz8,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,167,An only child,UK,"North East, England",GCSE grade A-C,8,Average,Average,160000,300,Agree,receive £100 for sure,lose £100 for sure,75,Nearly every day,More than half the days,Nearly every day,Nearly every day,More than half the days,More than half the days,Nearly every day,5.15,3.70,6.30,0 days,7 days,1 day,7 days,7 days,5 days,1 day,,252,500,4,96,iPhone,6,15,4,0,,,...,...,...,...,Strongly agree,6,6,8,strongly agree,39,30,24,19,9,4,1,5,6,7,3,8,2,9,in imperial units alongside a metric equivalent?,26035,618531
2022-10-11 15:20:13,2022-10-11 15:40:01,IP Address,148.88.245.15,100,1188,True,2022-10-11 15:40:02,R_2ZTRXNbXGQxPUYh,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,160,The youngest of my siblings,UK,"South East, England (inc. London)",GCSE grade A-C,6,Well below average,Average,35000,241,Strongly disagree,receive £100 for sure,lose £100 for sure,80,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,5,3,6,0 days,7 days,0 days,0 days,7 days,7 days,0 days,,10,52,,,iPhone,3,0,6,,,,Strongly agree,Strongly agree,...,...,Strongly disagree,5,4,5,strongly disagreee,45,34,66,45,22,2,1,3,4,5,6,7,8,9,in imperial units alongside a metric equivalent?,25874,627389
2022-10-11 15:20:11,2022-10-11 15:40:35,IP Address,148.88.245.80,100,1223,True,2022-10-11 15:40:35,R_2al482vkHOeNfCp,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,October,Female,164,An only child,UK,"North West, England",A-Level Grade A* / A,2,A little below average,Average,20000,150,Disagree,receive £100 for sure,lose £100 for sure,85,More than half the days,Several days,Several days,More than half the days,More than half the days,More than half the days,Prefer not to say,5s,4s,6s,2 days,7 days,0 days,0 days,0 days,7 days,0 days,34,76,302,,,Android,5,0,,,3,15,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,7,3,5,strongly agree,25,50,40,30,5,5,4,6,2,7,3,9,8,1,in imperial units alongside a metric equivalent?,26022,544905
2022-10-11 15:20:10,2022-10-11 15:41:06,IP Address,148.88.245.221,100,1255,True,2022-10-11 15:41:06,R_3oXg3BMQI5nKNYo,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,February,Female,165,The youngest of my siblings,UK,"Midlands, England",GCSE grade A-C,3,Average,Average,35000,200,Disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,45,Several days,Several days,Several days,Not at all,Not at all,Several days,Not at all,6,4,7,6 days,6 days,0 days,7 days,7 days,0 days,5 days,143,350,390,,,Android,5,0,,,5,30,..,Strongly disagree,..,Strongly disagree,,5,6,7,strongly agree,33,58,67,34,15,2,1,8,7,4,6,3,9,5,in imperial units alongside a metric equivalent?,25895,902149
2022-10-11 15:21:36,2022-10-11 15:41:30,IP Address,148.88.245.212,100,1193,True,2022-10-11 15:41:31,R_2653IYrdwkJV2em,,,,,54.1173,-2.4104,anonymous,EN,Yes,No,Yes,Yes,Yes,18,March,Female,167,The youngest of my siblings,UK,"North East, England",A-Level Grade A* / A,3,Average,Well above average,40000,200,Strongly disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,100,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,4,3,4,0 days,7 days,1 day,7 days,7 days,7 days,1 day,,66,67,0,0,iPhone,6,15,6,30,,,,,,,...,6,7,7,strongly disagreee,30,61,50,40,5,,,,,,,,,,in imperial units alongside a metric equivalent?,26006,768395
2022-10-11 15:21:03,2022-10-11 15:41:34,IP Address,148.88.245.162,100,1231,True,2022-10-11 15:41:35,R_33eQK3T0hihfMjb,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,May,Female,170,A middle child (I had older and younger siblings),UK,"North West, England",GCSE grade A-C,3,Average,Average,10000,230,Strongly disagree,receive £100 for sure,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,70,More than half the days,More than half the days,More than half the days,More than half the days,Not at all,Not at all,Not at all,06.63,04.02,08.22,0 days,5 days,0 days,0 days,5 days,3 days,0 days,,9,22,,,iPhone,4,30,3,15,,,,,,...,...,0,0,4,strongly agree,40,50,63,74,40,2,4,5,6,7,1,3,8,9,in imperial units alongside a metric equivalent?,25857,730489
2022-10-11 15:19:29,2022-10-11 15:41:49,IP Address,148.88.245.86,100,1339,True,2022-10-11 15:41:49,R_2sceuNJ5tJPnzEx,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,February,Male,170,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,13,A little above the average,Well below average,25000,500,Agree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,lose £100 for sure,21,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,6,3.5,6.6,1 day,7 days,0 days,2 days,7 days,0 days,0 days,600,2000,6000,,,Android,8,0,,,5,15,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,9,1,0,strongly agree,8,11,18,24,5,4,3,5,6,7,8,9,1,2,in imperial units alongside a metric equivalent?,26038,971807
2022-10-11 15:25:08,2022-10-11 15:42:09,IP Address,148.88.245.109,100,1020,True,2022-10-11 15:42:09,R_2UXcimaMqOKYafJ,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,April,Male,167,The youngest of my siblings,UK,"North West, England",GCSE grade A-C,5,A little above the average,Average,28000,500,Disagree,receive £100 for sure,lose £100 for sure,70,Nearly every day,Nearly every day,Nearly every day,More than half the days,Several days,Not at all,More than half the days,5,2.94,7.69,1 day,7 days,7 days,0 days,7 days,7 days,1 day,10,280,296,12,56,iPhone,5,0,6,15,,,..,Strongly disagree,..,..,Strongly agree,7,1,9,strongly agree,50,20,10,20,9,,,,,,,,,,in imperial units alongside a metric equivalent?,25963,975606
2022-10-11 15:20:32,2022-10-11 15:43:27,IP Address,148.88.245.43,100,1374,True,2022-10-11 15:43:27,R_VU2Tp1GDN6W0dzP,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,18,June,Male,182,The youngest of my siblings,UK,Wales,GCSE grade A-C,9,Average,Average,30000,85,Strongly disagree,take the gamble of a 50% chance to gain £200 and a 50% chance to gain nothing,take a gamble of a 50% chance to lose nothing and a 50% chance to lose £200,40,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,6,4,6,1 day,6 days,0 days,0 days,6 days,3 days,0 days,47,784,470,,,iPhone,6,30,4,0,,,...,...,...,..,Strongly agree,9,4,1,strongly agree,30,19,51,38,10,,,,,,,,,,in imperial units alongside a metric equivalent?,26058,183773
2022-10-11 15:19:34,2022-10-11 15:43:36,IP Address,148.88.245.102,100,1442,True,2022-10-11 15:43:36,R_1IugbfFuyN48mUW,,,,,54.1173,-2.4104,anonymous,EN,Yes,Yes,Yes,Yes,Yes,19,May,Male,173,The oldest of my siblings,UK,"North West, England",GCSE grade A-C,5,A little above the average,Average,28000,220,Strongly agree,receive £100 for sure,lose £100 for sure,1,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,4.69,4.39,6.22,1 day,7 days,0 days,0 days,7 days,7 days,6 days,9,85,244,,,Android,4,0,,,5,15,...,...,...,..,Strongly agree,5,0,2,strongly agree,40,30,40,20,15,3,5,9,6,1,2,7,4,8,in imperial units alongside a metric equivalent?,26016,304443
